DrugBankID	Name	Status
DB02928	3-Amino-6-Hydroxy-Tyrosine	experimental
DB02929	K201	experimental
DB02930	Phosphothiophosphoric Acid-Adenylate Ester	experimental
DB02931	Coa-S-Acetyl Tryptamine	experimental
DB02932	(2r)-N-[4-Cyano-3-(Trifluoromethyl)Phenyl]-3-[(4-Fluorophenyl)Sulfonyl]-2-Hydroxy-2-Methylpropanamide	experimental
DB02933	5'-Deoxy-5'-(Methylthio)-Tubercidin	experimental
DB02934	9-(6-Deoxy-Alpha-L-Talofuranosyl)-6-Methylpurine	experimental
DB02935	1-Methoxy-2-(2-Methoxyethoxy)Ethane	experimental
DB02936	4-(1-Benzyl-3-Carbamoylmethyl-2-Methyl-1h-Indol-5-Yloxy)-Butyric Acid	experimental
DB02937	Gamma-Arsono-Beta, Gamma-Methyleneadenosine-5'-Diphosphate	experimental
DB02938	Heptanoic Acid	experimental
DB02939	[(1e)-4-Phenylbut-1-Enyl]Benzene	experimental
DB02940	(4s)-2-[(1e)-1-Aminoprop-1-Enyl]-4,5-Dihydro-1,3-Thiazole-4-Carboxylic Acid	experimental
DB02941	3-(1-Aminoethyl)Nonanedioic Acid	experimental
DB02942	Inositol 1,3-Bisphosphate	experimental
DB02943	N-(4-Aminobutanoyl)-S-(4-Methoxybenzyl)-L-Cysteinylglycine	experimental
DB02944	Alpha-D-Mannose	experimental
DB02945	L-Iduronic Acid	experimental
DB02946	Carpropamide	experimental
DB02947	2-Fluoro-2'-Deoxyadenosine	experimental
DB02948	Fosmidomycin	experimental
DB02949	2-Acetyl-Protoporphyrin Ix	experimental
DB02950	Hymenialdisine	experimental
DB02951	3-Hydroxypyruvic Acid	experimental
DB02952	Alpha-Aminoisobutyric Acid	experimental
DB02953	2-Thiomethyl-3-Phenylpropanoic Acid	experimental
DB02954	(Carboxyhydroxyamino)Ethanoic Acid	experimental
DB02955	Ricinoleic Acid	experimental
DB02956	Pentasulfide-Sulfur	experimental
DB02957	Orotidine-5'-Monophosphate	experimental
DB02958	Selenomethionine Selenoxide	experimental
DB02959	Oxitriptan	approved
DB02960	1-Carboxyethylaminomethyl-4-Aminomethylbenzene	experimental
DB02961	L-Rhamnose	experimental
DB02962	Benzimidazole	experimental
DB02963	(5-Chloropyrazolo[1,5-a]Pyrimidin-7-Yl)-(4-Methanesulfonylphenyl)Amine	experimental
DB02964	8,9,10-Trihydroxy-7-Hydroxymethyl-2-Thioxo-6-Oxa-1,3-Diaza-Spiro[4.5]Decan-4-One	experimental
DB02965	Ndelta-(N'-Sulphodiaminophosphinyl)-L-Ornithine	experimental
DB02966	Fluoro-Willardiine	experimental
DB02967	N-Ethylmaleimide	experimental
DB02968	Penicillin G Acyl-Serine	experimental
DB02969	4-Methyl-5-Hydroxyethylthiazole	experimental
DB02970	2-Propyl-Aniline	experimental
DB02971	2-Amino-4-(2-Amino-Ethoxy)-Butyric Acid	experimental
DB02972	1-Benzyl-(R)-Propylamine	experimental
DB02973	4-(5-Bromo-2-Oxo-2h-Indol-3-Ylazo)-Benzenesulfonamide	experimental
DB02974	4-(4-Chlorophenyl)Imidazole	experimental
DB02975	Ge2270a	experimental
DB02976	Uridine-5'-Monophosphate 2-Deoxy-2-Fluoro-Galactopyranosyl-Monophosphate Ester	experimental
DB02977	PNU177836	experimental
DB02978	Beta-Hydroxyleucine	experimental
DB02979	N1,N14-Bis((S-Methyl)Isothioureido)Tetradecane	experimental
DB02980	Thymidine-5'-(Dithio)Phosphate	experimental
DB02981	Vitamin B6 Complexed with 2-Amino-Hexanoic Acid	experimental
DB02982	Bombykol	experimental
DB02983	Para-Mercury-Benzenesulfonic Acid	experimental
DB02984	4-[3-Methylsulfanylanilino]-6,7-Dimethoxyquinazoline	experimental
DB02985	8-Iodo-Guanine	experimental
DB02986	N-(2-Thienylmethyl)-2,5-Thiophenedisulfonamide	experimental
DB02987	Cysteine-S-Acetamide	experimental
DB02988	Imino-Tryptophan	experimental
DB02989	CRA_10972	experimental
DB02990	C16-Fatty-Acyl-Substrate-Mimic	experimental
DB02991	S-Ethyl-N-[4-(Trifluoromethyl)Phenyl]Isothiourea	experimental
DB02992	1-Deoxy-6-O-Phosphono-1-[(Phosphonomethyl)Amino]-L-Threo-Hexitol	experimental
DB02993	8-Methyl-9-Oxoguanine	experimental
DB02994	Hydroxydimethylarsine Oxide	experimental
DB02995	Cyclohexylammonium Ion	experimental
DB02996	2-(Thiomethylene)-4-Methylpentanoic Acid	experimental
DB02998	Methyltrienolone	experimental
DB02999	Quisqualate	experimental
DB03000	9-Hydroxypropyladenine, S-Isomer	experimental
DB03001	Peridinin	experimental
DB03002	4-Iodophenol	experimental
DB03003	Glutathione Sulfonic Acid	experimental
DB03004	1-[(1s)-Carboxy-2-(Methylsulfinyl)Ethyl]-(3r)-[(5s)-5-Amino-5-Carboxypentanamido]-(4r)-Sulfanylazetidin-2-One	experimental
DB03005	3,8-Diamino-6-Phenyl-5-[6-[1-[2-[(1,2,3,4-Tetrahydro-9-Acridinyl)Amino]Ethyl]-1h-1,2,3-Triazol-5-Yl]Hexyl]-Phenanthridinium	experimental
DB03006	4-Aminophenylarsonic Acid	experimental
DB03007	9r,13r-Opda	experimental
DB03008	5-Fluoro-Beta-L-Gulosyl Fluoride	experimental
DB03009	2-[(2-Oxo-2-Piperidin-1-Ylethyl)Thio]-6-(Trifluoromethyl)Pyrimidin-4(1h)-One	experimental
DB03010	Epothilone B	experimental
DB03011	Adenosine-5'-(Dithio)Phosphate	experimental
DB03012	Phenylalanine-N-Sulfonamide	experimental
DB03013	Di(N-Acetyl-D-Glucosamine)	experimental
DB03014	Heme	experimental
DB03015	6-Hydroxy-1,6-Dihydro Purine Nucleoside	experimental
DB03016	CRA_1801	experimental
DB03018	3,4-Dimethylaniline	experimental
DB03019	4-(2,5-Dichloro-Thiophen-3-Yl)-Pyrimidin-2-Ylamine	experimental
DB03020	5-Beta-D-Ribofuranosylnicotinamide Adenine Dinucleotide	experimental
DB03021	Ulapualide A	experimental
DB03022	3-{2,6,8-Trioxo-9-[(2r,3s,4r)-2,3,4,5-Tetrahydroxypentyl]-1,2,3,6,8,9-Hexahydro-7h-Purin-7-Yl}Propyl Dihydrogen Phosphate	experimental
DB03023	1-Tert-Butyl-3-(4-Chloro-Phenyl)-1h-Pyrazolo[3,4-D]Pyrimidin-4-Ylamine	experimental
DB03024	2-Methyl-3-(2-Aminothiazolo)Propanal	experimental
DB03025	1-Octen-3-Ol	experimental
DB03026	Phosphoglycolohydroxamic Acid	experimental
DB03028	1h-Benoximidazole-2-Carboxylic Acid	experimental
DB03029	Ortho-Xylene	experimental
DB03030	4-(2-Thienyl)-1-(4-Methylbenzyl)-1h-Imidazole	experimental
DB03031	Adamantane-1-Carboxylic Acid-5-Dimethylamino-Naphthalene-1-Sulfonylamino-Octyl-Amide	experimental
DB03032	S-Octylglutathione	experimental
DB03033	1-Methyloxy-4-Sulfone-Benzene	experimental
DB03034	Dextrofloxacine	experimental
DB03035	1,8-Di-Hydroxy-4-Nitro-Anthraquinone	experimental
DB03037	Oxidized Acetyl Dithranol	experimental
DB03038	LY341770	experimental
DB03039	4-(Aminosulfonyl)-N-[(2,5-Difluorophenyl)Methyl]-Benzamide	experimental
DB03040	Nitrilotriacetic Acid	experimental
DB03041	Udp-Glucuronic Acid	experimental
DB03042	5-Phosphoarabinonic Acid	experimental
DB03043	(S)-2-Amino-3-(6h-Selenolo[2,3-B]-Pyrrol-4-Yl)-Propionic Acid	experimental
DB03044	1-(5-Tert-Butyl-2-P-Tolyl-2h-Pyrazol-3-Yl)-3-[4-(2-Morpholin-4-Yl-Ethoxy)-Naphthalen-1-Yl]-Urea	experimental
DB03045	Pantothenyl-Aminoethanol-Acetate Pivalic Acid	experimental
DB03046	7-Methoxy-8-[1-(Methylsulfonyl)-1h-Pyrazol-4-Yl]Naphthalene-2-Carboximidamide	experimental
DB03047	L-Alpha-Phosphatidyl-Beta-Oleoyl-Gamma-Palmitoyl-Phosphatidylethanolamine	experimental
DB03048	6-Carboxymethyluracil	experimental
DB03049	S-Selanyl Cysteine	experimental
DB03050	Geran-8-Yl Geran	experimental
DB03051	Tetrahydrofuran-2-Carboxylic Acid	experimental
DB03052	Dazoxiben	experimental
DB03053	1-Aminocyclopropylphosphonate	experimental
DB03054	Tribromomethane	experimental
DB03056	4-Piperidino-Piperidine	experimental
DB03057	Malonaldehyde	experimental
DB03058	Isatoic Anhydride	experimental
DB03059	Acetoacetyl-Coenzyme A	experimental
DB03060	Sri-9662	experimental
DB03061	(R)-N-(1-Methyl-Hexyl)-Formamide	experimental
DB03062	(1-Methyl-1h-Imidazol-2-Yl)-(3-Methyl-4-{3-[(Pyridin-3-Ylmethyl)-Amino]-Propoxy}-Benzofuran-2-Yl)-Methanone	experimental
DB03063	N-(1-Benzyl-3-{[3-(1,3-Dioxo-1,3-Dihydro-Isoindol-2-Yl)-Propionyl]-[2-(Hexahydro-Benzo[1,3]Dioxol-5-Yl)-Ethyl]-Amino}-2-Hydroxy-Propyl)-4-Benzyloxy-3,5-Dimethoxy-Benzamide	experimental
DB03064	3-Decyl-2,5-Dioxo-4-Hydroxy-3-Pyrroline	experimental
DB03065	7-Nitroindazole-2-Carboxamidine	experimental
DB03066	D-Lactic Acid	experimental
DB03067	4-{2,4-Bis[(3-Nitrobenzoyl)Amino]Phenoxy}Phthalic Acid	experimental
DB03068	Zebularine	experimental
DB03069	Cytidine-5'-Diphospho-Beta-D-Xylose	experimental
DB03070	Selenazole-4-Carboxyamide-Adenine Dinucleotide	experimental
DB03071	4-Methylidene-5-One	experimental
DB03072	2-{3-[4-(4-Fluorophenyl)-3,6-Dihydro-1(2h)-Pyridinyl]Propyl}-8-Methyl-4(3h)-Quinazolinone	experimental
DB03073	3-Methoxybenzamide	experimental
DB03074	7-Deaza-7-Cyano-Guanine	experimental
DB03075	(Diphosphono)Aminophosphonic Acid	experimental
DB03076	AHA047	experimental
DB03077	3-Amino-4-{3-[2-(2-Propoxy-Ethoxy)-Ethoxy]-Propylamino}-Cyclobut-3-Ene-1,2-Dione	experimental
DB03078	PASBN	experimental
DB03079	Alpha-Ribazole-5'-Phosphate Derivative	experimental
DB03080	17-Dmag	experimental
DB03081	Crc200 (Chiron-Behring)	experimental
DB03082	6-[(Z)-Amino(Imino)Methyl]-N-[4-(Aminomethyl)Phenyl]-4-(Pyrimidin-2-Ylamino)-2-Naphthamide	experimental
DB03083	IC261	experimental
DB03084	Cyclopropyl-{4-[5-(3,4-Dichlorophenyl)-2-[(1-Methyl)-Piperidin]-4-Yl-3-Propyl-3h-Imidazol-4-Yl]-Pyrimidin-2-Yl}Amine	experimental
DB03085	Hydroxyacetic Acid	experimental
DB03086	N'-(2s,3r)-3-Amino-4-Cyclohexyl-2-Hydroxy-Butano-N-(4-Methylphenyl)Hydrazide	experimental
DB03087	2-(Sec-Butyl)Thiazole	experimental
DB03088	Pyroglutamic Acid	experimental
DB03089	L-Iso-Aspartate	experimental
DB03090	Ethylaminobenzylmethylcarbonyl Group	experimental
DB03091	4-Amido-4-Carbamoyl-Butyric Acid	experimental
DB03092	5-Hydroxymethyl-Chonduritol	experimental
DB03093	8-(2,5-Dimethoxy-Benzyl)-2-Fluoro-9h-Purin-6-Ylamine	experimental
DB03094	3,5-Dihydro-5-Methylidene-4h-Imidazol-4-On	experimental
DB03095	Tetramethylammonium Ion	experimental
DB03096	N-Aminoethylmorpholine	experimental
DB03097	Pmp-Hydroxyisoxazole, Pyridoxamine-5-Phosphate-Hydroxyisoxazole	experimental
DB03098	[Methylseleno]Acetate	experimental
DB03099	5-Amino 6-Nitro Uracil	experimental
DB03100	6-Nitroindazole	experimental
DB03101	Ribose-1-Phosphate	experimental
DB03102	2-(Oxalyl-Amino)-4,7-Dihydro-5h-Thieno[2,3-C]Pyran-3-Carboxylic Acid	experimental
DB03103	Thymidine-5'- Diphosphate	experimental
DB03104	RU82129	experimental
DB03105	5-Hydroxy Norvaline	experimental
DB03106	Myo-Inositol	experimental
DB03107	Beta-Alanine	experimental
DB03108	4-Phospho-D-Erythronate	experimental
DB03109	N-Acetyl-D-Allosamine	experimental
DB03110	2-Chlorophenol	experimental
DB03111	Glucosamine 1-Phosphate	experimental
DB03112	6-(2-Oxo-Hexahydro-Thieno[3,4-D]Imidazol-4-Yl)-Hexanoic Acid	experimental
DB03113	3-Fluoro-2-(Phosphonooxy)Propanoic Acid	experimental
DB03114	PAS219	experimental
DB03115	5-Bromo-N-(2,3-Dihydroxypropoxy)-3,4-Difluoro-2-[(2-Fluoro-4-Iodophenyl)Amino]Benzamide	experimental
DB03116	5-(1-Carboxy-1-Phosphonooxy-Ethoxyl)-Shikimate-3-Phosphate	experimental
DB03117	2-Carboxypropyl-Coenzyme A	experimental
DB03118	1-(5-Chloroindol-3-Yl)-3-Hydroxy-3-(2h-Tetrazol-5-Yl)-Propenone	experimental
DB03119	Pentane	experimental
DB03120	Para-Toluene Sulfonate	experimental
DB03121	1-Benzyl-5-Methoxy-2-Methyl-1h-Indol-3-Yl)-Acetic Acid	experimental
DB03124	5-[4-(1-Carboxymethyl-2-Oxo-Propylcarbamoyl)-Benzylsulfamoyl]-2-Hydroxy-Benzoic Acid	experimental
DB03125	2,4-Diamino-5-(3,4,5-Trimethoxy-Benzyl)-Pyrimidin-1-Ium	experimental
DB03126	Mant-Adp	experimental
DB03127	Benzamidine	experimental
DB03128	Acetylcholine	experimental
DB03129	[3-(1,3,2-Dioxaborolan-2-Yloxy)Propyl]Guanidine	experimental
DB03130	S-P-Nitrobenzyloxycarbonylglutathione	experimental
DB03132	3-(2-Benzothiazolylthio)-1-Propanesulfonic Acid	experimental
DB03133	2-(Beta-D-Glucopyranosyl)-5-Methyl-1,2,3-Benzimidazole	experimental
DB03134	2-Aminopimelic Acid	experimental
DB03135	[2(Formyl-Hydroxy-Amino)-Ethyl]-Phosphonic Acid	experimental
DB03136	4-Iodobenzo[B]Thiophene-2-Carboxamidine	experimental
DB03137	8-(2,5-Dimethoxy-Benzyl)-2-Fluoro-9-Pent-9h-Purin-6-Ylamine	experimental
DB03138	Perchlorate Ion	experimental
DB03139	6-[5-(2-Oxo-Hexahydro-Thieno[3,4-D]Imidazol-4-Yl)-Pentanoylamino]-Hexanoic Acid	experimental
DB03140	4-Carboxyphenylboronic Acid	experimental
DB03141	3-({5-Benzyl-6-Hydroxy-2,4-Bis-(4-Hydroxy-Benzyl)-3-Oxo-[1,2,4]-Triazepane-1-Sulfonyl)-Benzonitrile	experimental
DB03142	Alpha-L-Arabinose	experimental
DB03143	Nonan-1-Ol	experimental
DB03144	N-Omega-Hydroxy-L-Arginine	experimental
DB03145	4-Methyl-5-Hydroxyethylthiazole Phosphate	experimental
DB03146	2-Deazo-6-Thiophosphate Guanosine-5'-Monophosphate	experimental
DB03147	Flavin-Adenine Dinucleotide	experimental
DB03148	Phosphomethylphosphonic Acid Adenosyl Ester	experimental
DB03149	Phenylalanylmethane	experimental
DB03150	2',3'-Dideoxythymidine-5'-Monophosphate	experimental
DB03151	(Mu-4-Sulfido)-Tetra-Nuclear Copper Ion	experimental
DB03152	B-2-Octylglucoside	experimental
DB03153	3h-Pyrazolo[4,3-D]Pyrimidin-7-Ol	experimental
DB03154	{[7-(Difluoro-Phosphono-Methyl)-Naphthalen-2-Yl]-Difluoro-Methyl}-Phosphonic Acid	experimental
DB03155	1-(2-Deoxy-2-Fluoro-3-O-Phosphono-Beta-L-Ribofuranosyl)Pyrimidine-2,4(1h,3h)-Dione	experimental
DB03156	D-Glucuronic Acid	experimental
DB03157	N,O-Didansyl-L-Tyrosine	experimental
DB03158	D-Myo-Inositol-1,4-Bisphosphate	experimental
DB03159	CRA_8696	experimental
DB03160	N-Pyridoxyl-7-Keto-8-Aminopelargonic Acid-5'-Monophosphate	experimental
DB03161	Thymidine-5'-Diphospho-Beta-D-Xylose	experimental
DB03162	4-Hydroxy-1,2,5-Thiadiazole-3-Carboxylic Acid	experimental
DB03163	(2-[2-Ketopropylthio]Ethanesulfonate	experimental
DB03164	6-Amino-1-Methylpurine	experimental
DB03165	2-Dimethylamino-Ethyl-Diphosphate	experimental
DB03166	Acetic acid	approved
DB03167	Pentabromophenol	experimental
DB03168	Nicotinamide Adenine Dinucleotide Cyclohexanone	experimental
DB03169	(S)-Hmg-Coa	experimental
DB03170	Dephospho Coenzyme A	experimental
DB03171	Indole-3-Propanol Phosphate	experimental
DB03172	Tubercidin	experimental
DB03173	CRA_10433	experimental
DB03174	Phosphonoacetaldehyde	experimental
DB03175	1-Proponol	experimental
DB03176	3,5-Dichloro-4-[(4-Hydroxy-3-Isopropylphenoxy)Phenylacetic Acid	experimental
DB03177	5-methylbenzimidazole	experimental
DB03178	Guanosine-2',3'-Cyclophosphorothioate	experimental
DB03179	Sinapoyl Coenzyme A	experimental
DB03180	4,5-Dimethyl-1,2-Phenylenediamine	experimental
DB03181	2-[4-(4-Hydroxy-3-Isopropyl-Phenoxy)-3,5-Dimethyl-Phenyl]-2h-[1,2,4]Triazine-3,5-Dione	experimental
DB03182	Alpha-Fluoro-Carboxymethyldethia Coenzyme a Complex	experimental
DB03183	1-(4-Aminophenyl)-3,5-Dimethyl-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester	experimental
DB03184	5-Amino-3-Methyl-Pyrrolidine-2-Carboxylic Acid	experimental
DB03185	1-Beta-Ribofuranosyl-1,3-Diazepinone	experimental
DB03186	U-Pi-a-Pi	experimental
DB03187	6-(Hydroxyethyldithio)-8-(Aminomethylthio)Octanoic Acid	experimental
DB03188	4-Thio-Beta-D-Glucopyranose	experimental
DB03189	Cu-Cyclam	experimental
DB03190	N-Octanoyl-B-D-Fructofuranosyl-a-D-Glucopyranoside,Sucrose Monocaproylate	experimental
DB03191	3-Oxiran-2ylalanine	experimental
DB03192	3r-Hydroxydecanoyl-Coa	experimental
DB03193	Stearic acid	experimental
DB03194	Beta-L-Methyl-Fucose	experimental
DB03195	Phosphoric Acid Mono-[3-Fluoro-5-(5-Methyl-2,4-Dioxo-3,4-Dihydro-2h-Pyrimidin-1-Yl)-Tetrahyro-Furan-2-Ylmethyl] Ester	experimental
DB03196	4-Nitrophenyl-Ara	experimental
DB03197	6-Hydroxymethylpterin	experimental
DB03198	Thio-Maltohexaose	experimental
DB03199	4-Methoxy-E-Rhodomycin T	experimental
DB03200	7-Alpha-D-Ribofuranosyl-Purine-5'-Phosphate	experimental
DB03201	D-Cysteine	experimental
DB03202	2-[5-Methanesulfonylamino-2-(4-Aminophenyl)-6-Oxo-1,6-Dihydro-1-Pyrimidinyl]-N-(3,3,3-Trifluoro-1-Isopropyl-2-Oxopropyl)Acetamide	experimental
DB03203	Sphingosine	experimental
DB03204	5-(Aminomethyl)-2-Methylpyrimidin-4-Amine	experimental
DB03205	Pyrroloquinoline Quinone	experimental
DB03206	1-Deoxynojirimycin	experimental
DB03207	2-(Biphenyl-4-Sulfonyl)-1,2,3,4-Tetrahydro-Isoquinoline-3-Carboxylic Acid	experimental
DB03208	Beta-1,2,3,4,6-Penta-O-Galloyl-D-Glucopyranose	experimental
DB03209	Oxonic Acid	experimental
DB03210	4-Aminohydrocinnamic Acid	experimental
DB03211	(3-Formyl-but-3-Enyl)-Phosphonic Acid	experimental
DB03212	4-Deoxyglucarate	experimental
DB03213	Bis(5-Amidino-2-Benzimidazolyl)Methane Ketone	experimental
DB03214	Vinylglycine	experimental
DB03215	(2s,5s)-5-Carboxymethylproline	experimental
DB03216	(1'r,2's)-9-(2-Hydroxy-3'-Keto-Cyclopenten-1-Yl)Adenine	experimental
DB03217	DPI59	experimental
DB03218	N-Acetyl-N'-Beta-D-Glucopyranosyl Urea	experimental
DB03219	11-Deoxy-Beta-Rhodomycin	experimental
DB03220	FR233623	experimental
DB03221	AL7099A	experimental
DB03222	2'-Deoxyadenosine 5'-Triphosphate	experimental
DB03223	Diphthamide	experimental
DB03224	2-Formyl-Protoporphryn Ix	experimental
DB03225	D-Tryptophan	experimental
DB03226	Trifluoroethanol	experimental
DB03227	Nicotinamide Mononucleotide	experimental
DB03228	5-[Bis-2(Chloro-Ethyl)-Amino]-2,4-Dintro-Benzamide	experimental
DB03229	2-Oxo-4-Methylpentanoic Acid	experimental
DB03230	Adenosine-5'-Propylphosphate	experimental
DB03231	3-(5-Amino-7-Hydroxy-[1,2,3]Triazolo[4,5-D]Pyrimidin-2-Yl)-N-[2-(2-(Hydroxymethyl-Phenylsulfanyl)-Benzyl]-Benzamide	experimental
DB03232	2-[(2e,6e,10e,14e,18e,22e,26e)-3,7,11,15,19,23,27,31-Octamethyldotriaconta-2,6,10,14,18,22,26,30-Octaenyl]Phenol	experimental
DB03233	Phosphoric Acid Mono-[3-Amino-5-(5-Methyl-2,4-Dioxo-3,4-Dihydro-2h-Pyrimidin-1-Yl)-Tetrahydro-Furan-2-Ylmethyl] Ester	experimental
DB03234	(4'-{[Allyl(Methyl)Amino]Methyl}-1,1'-Biphenyl-4-Yl)(4-Bromophenyl)Methanone	experimental
DB03235	N-{3-[4-(3-Amino-Propyl)-Piperazin-1-Yl]-Propyl}-3-Nitro-5-(Galactopyranosyl)-Alpha-Benzamide	experimental
DB03236	(2s)-4-(Beta-Alanylamino)-2-Aminobutanoic Acid	experimental
DB03237	2,3-Dihydroxy-5-Oxo-Hexanedioate	experimental
DB03238	3,5-Difluoroaniline	experimental
DB03239	3',5'-Dinitro-N-Acetyl-L-Thyronine	experimental
DB03240	(S)-2-Amino-3-(1,3,5,7-Pentahydro-2,4-Dioxo-Cyclopenta[E]Pyrimidin-1-Yl) Proionic Acid	experimental
DB03241	1-Amino-1-Carbonyl Pentane	experimental
DB03242	P-Aminophenyl-Alpha-D-Galactopyranoside	experimental
DB03243	4-Fluorobenzylamine	experimental
DB03244	(S)-2-[4-(Aminomethyl)-1h-1,2,3-Triazol-1-Yl]-4-Methylpentanoic Acid	experimental
DB03245	S-4-Nitrobutyryl-Coa	experimental
DB03246	Beta-L-Arabinose	experimental
DB03247	Riboflavin Monophosphate	experimental
DB03248	2-(Phosphonooxy)Butanoic Acid	experimental
DB03249	2'-O-Methyl-3'-Methyl-3'-Deoxy-Arabinofuranosyl-Thymine-5'-Phosphate	experimental
DB03250	2-(Beta-D-Glucopyranosyl)-5-Methyl-1,3,4-Benzothiazole	experimental
DB03251	RWJ-51084	experimental
DB03252	D-Lysine	experimental
DB03253	(2s)-Pyrrolidin-2-Ylmethylamine	experimental
DB03254	4-Phenyl-1h-Imidazole	experimental
DB03255	Phenol	experimental
DB03256	5-Formyl-5,6,7,8-Tetrahydrofolate	experimental
DB03257	5-[1-(Acetylamino)-3-Methylbutyl]-2,5-Anhydro-3,4-Dideoxy-4-(Methoxycarbonyl)Pentonic Acid	experimental
DB03258	2'-Deoxycytidine-5'-Triphosphate	experimental
DB03259	2',6'-Dichloro-Biphenyl-2,6-Diol	experimental
DB03260	1,6-Diaminohexane	experimental
DB03262	Al-6619, [2h-Thieno[3,2-E]-1,2-Thiazine-6-Sulfonamide,2-(3-Hydroxyphenyl)-3-(4-Morpholinyl)-, 1,1-Dioxide]	experimental
DB03263	Thiocellobiose	experimental
DB03264	Dodecyl-Coa	experimental
DB03266	Pentanedial	experimental
DB03267	1-Allyl-3-Butyl-8-(N-Acetyl-4-Aminobenzyl)-Xanthine	experimental
DB03268	RU82197	experimental
DB03269	4-Deoxy-4-((5-Hydroxymethyl-2,3,4-Trihydroxycyclohex-5,6-Enyl)Amino)Fructose	experimental
DB03270	2,6-Difluorobenzenesulfonamide	experimental
DB03271	7,8-Dihydro-L-Biopterin	experimental
DB03272	4-Bromo-3-(5'-Carboxy-4'-Chloro-2'-Fluorophenyl)-1-Methyl-5-Trifluoromethyl-Pyrazol	experimental
DB03273	3'-Oxo-Adenosine	experimental
DB03274	2'-5'dideoxyuridine	experimental
DB03275	2-Amino-3-Mercapto-Propionamide	experimental
DB03276	4-[(10s,14s,18s)-18-(2-Amino-2-Oxoethyl)-14-(1-Naphthylmethyl)-8,17,20-Trioxo-7,16,19-Triazaspiro[5.14]Icos-11-En-10-Yl]Benzylphosphonic Acid	experimental
DB03277	Amylotriose	experimental
DB03278	D-Treitol	experimental
DB03279	Dodecyl-Alpha-D-Maltoside	experimental
DB03280	P1-(5'-Adenosyl)P5-(5'-Thymidyl)Pentaphosphate	experimental
DB03281	2'-Deoxymaltose	experimental
DB03283	beta-L-fucose	experimental
DB03284	2,6-Anhydro-3-Deoxy-D-Erythro-Hex-2-Enonic Acid	experimental
DB03285	2',4,4'-Trihydroxychalcone	experimental
DB03286	C-(1-Azido-Alpha-D-Glucopyranosyl) Formamide	experimental
DB03287	4-(2-Amino-Ethoxy)-2-[(3-Hydroxy-2-Methyl-5-Phosphonooxymethyl-Pyridin-4-Ylmethyl)-Amino]-but-3-Enoic Acid	experimental
DB03288	5-Chloro-1h-Indole-2-Carboxylic Acid{[Cyclopentyl-(2-Hydroxy-Ethyl)-Carbamoyl]-Methyl}-Amide	experimental
DB03289	Thiarsa Dihydroxy Cysteine	experimental
DB03290	L-Naphthyl-1-Acetamido Boronic Acid Alanine	experimental
DB03291	4-Deoxy-4-Amino-Beta-D-Glucose	experimental
DB03292	D-2-Amino-3-Phosphono-Propionic Acid	experimental
DB03293	9-Methyl Uric Acid	experimental
DB03294	1-Methyl-3-Oxo-1,3-Dihydro-Benzo[C]Isothiazole-5-Sulfonic Acid Amide	experimental
DB03295	Glutathionylspermidine	experimental
DB03296	Lactose Sialic Acid	experimental
DB03297	Benzylsulfinic Acid	experimental
DB03298	Phenylphosphate	experimental
DB03299	N-Succinyl Phenylglycine	experimental
DB03300	Pterin Cytosine Dinucleotide	experimental
DB03301	2-Allyl-6-Methyl-Phenol	experimental
DB03302	4,5,6,7-Tetrachloro-3h-Isobenzofuran-1-One	experimental
DB03303	D-2-Keto-3-Deoxygluconate	experimental
DB03304	7-Deaza-7-Aminomethyl-Guanine	experimental
DB03305	N5-Iminoethyl-L-Ornithine	experimental
DB03306	RU78300	experimental
DB03307	4-[(6-Amino-4-Pyrimidinyl)Amino]Benzenesulfonamide	experimental
DB03308	L-Leucyl-Hydroxylamine	experimental
DB03309	N-Cyclohexyltaurine	experimental
DB03310	Oxidized Glutathione Disulfide	experimental
DB03311	3-(3,5-Dibromo-4-Hydroxy-Benzoyl)-2-Ethyl-Benzofuran-6-Sulfonic Acid [4-(Thiazol-2-Ylsulfamoyl)-Phenyl]-Amide	experimental
DB03312	5-Bromovinyldeoxyuridine	experimental
DB03313	Cephalosporin C	experimental
DB03314	Fluorotryptophane	experimental
DB03315	Guanosine-3'-Monophosphate	experimental
DB03316	1,4-Diethylene Dioxide	experimental
DB03317	Heme C	experimental
DB03318	6-Hydro-1-Methyladenosine-5'-Monophosphate	experimental
DB03319	(S)-ATPA	experimental
DB03320	3-Amino-Alanine	experimental
DB03321	4-Amino-2-Deoxy-2,3-Dehydro-N-Neuraminic Acid	experimental
DB03322	1-(Isopropylamino)-3-(1-Naphthyloxy)-2-Propanol	experimental
DB03323	Maltose	experimental
DB03325	Tyrosyladenylate	experimental
DB03326	deoxycytidylyl-3',5'-guanosine	experimental
DB03327	{1-[(3-Hydroxy-Methyl-5-Phosphonooxy-Methyl-Pyridin-4-Ylmethyl)-Amino]-Ethyl}-Phosphonic Acid	experimental
DB03328	dioxothiomolybdenum(VI) ion	experimental
DB03329	2-Pyridinethiol	experimental
DB03330	S-(N-Hydroxy-N-Iodophenylcarbamoyl)Glutathione	experimental
DB03331	N-Naphthalen-1-Ylmethyl-2'-[3,5-Dimethoxybenzamido]-2'-Deoxy-Adenosine	experimental
DB03332	5,6-Cyclic-Tetrahydropteridine	experimental
